code,state_code,country_code,name
272272,270008,JP,東大阪市
272281,270008,JP,泉南市
272299,270008,JP,四條畷市
272302,270008,JP,交野市
272311,270008,JP,大阪狭山市
272329,270008,JP,阪南市
273015,270008,JP,島本町
273210,270008,JP,豊能町
273228,270008,JP,能勢町
273414,270008,JP,忠岡町
273619,270008,JP,熊取町
273627,270008,JP,田尻町
273660,270008,JP,岬町
273813,270008,JP,太子町
273821,270008,JP,河南町
273830,270008,JP,千早赤阪村
281000,280003,JP,神戸市
281018,280003,JP,神戸市東灘区
281026,280003,JP,神戸市灘区
281051,280003,JP,神戸市兵庫区
281069,280003,JP,神戸市長田区
281077,280003,JP,神戸市須磨区
281085,280003,JP,神戸市垂水区
281093,280003,JP,神戸市北区
281107,280003,JP,神戸市中央区
281115,280003,JP,神戸市西区
282014,280003,JP,姫路市
282022,280003,JP,尼崎市
282031,280003,JP,明石市
282049,280003,JP,西宮市
282057,280003,JP,洲本市
282065,280003,JP,芦屋市
282073,280003,JP,伊丹市
282081,280003,JP,相生市
282090,280003,JP,豊岡市
282103,280003,JP,加古川市
282120,280003,JP,赤穂市
282138,280003,JP,西脇市
282146,280003,JP,宝塚市
282154,280003,JP,三木市
282162,280003,JP,高砂市
282171,280003,JP,川西市
282189,280003,JP,小野市
282197,280003,JP,三田市
282201,280003,JP,加西市
282219,280003,JP,丹波篠山市
282227,280003,JP,養父市
282235,280003,JP,丹波市
282243,280003,JP,南あわじ市
282251,280003,JP,朝来市
282260,280003,JP,淡路市
282278,280003,JP,宍粟市
282286,280003,JP,加東市
282294,280003,JP,たつの市
283011,280003,JP,猪名川町
283657,280003,JP,多可町
283819,280003,JP,稲美町
283827,280003,JP,播磨町
284424,280003,JP,市川町
284432,280003,JP,福崎町
284467,280003,JP,神河町
284645,280003,JP,太子町
284815,280003,JP,上郡町
285013,280003,JP,佐用町
285854,280003,JP,香美町
285862,280003,JP,新温泉町
292010,290009,JP,奈良市
292028,290009,JP,大和高田市
292036,290009,JP,大和郡山市
292044,290009,JP,天理市
292052,290009,JP,橿原市
292061,290009,JP,桜井市
292079,290009,JP,五條市
292087,290009,JP,御所市
292095,290009,JP,生駒市
292109,290009,JP,香芝市
292117,290009,JP,葛城市
292125,290009,JP,宇陀市
293229,290009,JP,山添村
293423,290009,JP,平群町
293431,290009,JP,三郷町
293440,290009,JP,斑鳩町
293458,290009,JP,安堵町
293610,290009,JP,川西町
293628,290009,JP,三宅町
293636,290009,JP,田原本町
293857,290009,JP,曽爾村
293865,290009,JP,御杖村
294012,290009,JP,高取町
294021,290009,JP,明日香村
294241,290009,JP,上牧町
294250,290009,JP,王寺町
294268,290009,JP,広陵町
294276,290009,JP,河合町
294411,290009,JP,吉野町
294420,290009,JP,大淀町
294438,290009,JP,下市町
294446,290009,JP,黒滝村
294462,290009,JP,天川村
294471,290009,JP,野迫川村
294497,290009,JP,十津川村
294501,290009,JP,下北山村
294519,290009,JP,上北山村
294527,290009,JP,川上村
294535,290009,JP,東吉野村
302015,300004,JP,和歌山市
302023,300004,JP,海南市
302031,300004,JP,橋本市
302040,300004,JP,有田市
302058,300004,JP,御坊市
302066,300004,JP,田辺市
302074,300004,JP,新宮市
302082,300004,JP,紀の川市
302091,300004,JP,岩出市
303046,300004,JP,紀美野町
303411,300004,JP,かつらぎ町
303437,300004,JP,九度山町
303445,300004,JP,高野町
303615,300004,JP,湯浅町
303623,300004,JP,広川町
303666,300004,JP,有田川町
303810,300004,JP,美浜町
303828,300004,JP,日高町
303836,300004,JP,由良町
303909,300004,JP,印南町
303917,300004,JP,みなべ町
303925,300004,JP,日高川町
304018,300004,JP,白浜町
304042,300004,JP,上富田町
304069,300004,JP,すさみ町
304212,300004,JP,那智勝浦町
304221,300004,JP,太地町
304247,300004,JP,古座川町
304271,300004,JP,北山村
304280,300004,JP,串本町
312011,310000,JP,鳥取市
312029,310000,JP,米子市
312037,310000,JP,倉吉市
312045,310000,JP,境港市
313025,310000,JP,岩美町
313254,310000,JP,若桜町
313289,310000,JP,智頭町
313297,310000,JP,八頭町
313645,310000,JP,三朝町
313700,310000,JP,湯梨浜町
313718,310000,JP,琴浦町
313726,310000,JP,北栄町
313840,310000,JP,日吉津村
313866,310000,JP,大山町
313891,310000,JP,南部町
313904,310000,JP,伯耆町
314013,310000,JP,日南町
314021,310000,JP,日野町
314030,310000,JP,江府町
322016,320005,JP,松江市
322024,320005,JP,浜田市
322032,320005,JP,出雲市
322041,320005,JP,益田市
322059,320005,JP,大田市
322067,320005,JP,安来市
322075,320005,JP,江津市
322091,320005,JP,雲南市
323438,320005,JP,奥出雲町
323861,320005,JP,飯南町
324418,320005,JP,川本町
324485,320005,JP,美郷町
324493,320005,JP,邑南町
325015,320005,JP,津和野町
325058,320005,JP,吉賀町
325252,320005,JP,海士町
325261,320005,JP,西ノ島町
325279,320005,JP,知夫村
325287,320005,JP,隠岐の島町
331007,330001,JP,岡山市
331015,330001,JP,岡山市北区
331023,330001,JP,岡山市中区
331031,330001,JP,岡山市東区
331040,330001,JP,岡山市南区
332020,330001,JP,倉敷市
332038,330001,JP,津山市
332046,330001,JP,玉野市
332054,330001,JP,笠岡市
332071,330001,JP,井原市
332089,330001,JP,総社市
332097,330001,JP,高梁市
332101,330001,JP,新見市
332119,330001,JP,備前市
332127,330001,JP,瀬戸内市
332135,330001,JP,赤磐市
332143,330001,JP,真庭市
332151,330001,JP,美作市
332160,330001,JP,浅口市
333468,330001,JP,和気町
334235,330001,JP,早島町
334456,330001,JP,里庄町
334618,330001,JP,矢掛町
335860,330001,JP,新庄村
336068,330001,JP,鏡野町
336220,330001,JP,勝央町
336238,330001,JP,奈義町
336432,330001,JP,西粟倉村
336637,330001,JP,久米南町
336661,330001,JP,美咲町
336815,330001,JP,吉備中央町
341002,340006,JP,広島市
341011,340006,JP,広島市中区
341029,340006,JP,広島市東区
341037,340006,JP,広島市南区
341045,340006,JP,広島市西区
341053,340006,JP,広島市安佐南区
341061,340006,JP,広島市安佐北区
341070,340006,JP,広島市安芸区
341088,340006,JP,広島市佐伯区
342025,340006,JP,呉市
342033,340006,JP,竹原市
342041,340006,JP,三原市
342050,340006,JP,尾道市
342076,340006,JP,福山市
342084,340006,JP,府中市
342092,340006,JP,三次市
342106,340006,JP,庄原市
342114,340006,JP,大竹市
342122,340006,JP,東広島市
342131,340006,JP,廿日市市
342149,340006,JP,安芸高田市
342157,340006,JP,江田島市
343021,340006,JP,府中町
343048,340006,JP,海田町
343072,340006,JP,熊野町
343099,340006,JP,坂町
343684,340006,JP,安芸太田町
343692,340006,JP,北広島町
344311,340006,JP,大崎上島町
344621,340006,JP,世羅町
345458,340006,JP,神石高原町
352012,350001,JP,下関市
352021,350001,JP,宇部市
352039,350001,JP,山口市
352047,350001,JP,萩市
352063,350001,JP,防府市
352071,350001,JP,下松市
352080,350001,JP,岩国市
352101,350001,JP,光市
352110,350001,JP,長門市
352128,350001,JP,柳井市
352136,350001,JP,美祢市
352152,350001,JP,周南市
352161,350001,JP,山陽小野田市
353051,350001,JP,周防大島町
353213,350001,JP,和木町
353418,350001,JP,上関町
353434,350001,JP,田布施町
353442,350001,JP,平生町
355020,350001,JP,阿武町
362018,360007,JP,徳島市
362026,360007,JP,鳴門市
362034,360007,JP,小松島市
362042,360007,JP,阿南市
362051,360007,JP,吉野川市
362069,360007,JP,阿波市
362077,360007,JP,美馬市
362085,360007,JP,三好市
363014,360007,JP,勝浦町
363022,360007,JP,上勝町
363219,360007,JP,佐那河内村
363413,360007,JP,石井町
363421,360007,JP,神山町
363685,360007,JP,那賀町
363839,360007,JP,牟岐町
363871,360007,JP,美波町
363880,360007,JP,海陽町
364011,360007,JP,松茂町
364029,360007,JP,北島町
364037,360007,JP,藍住町
364045,360007,JP,板野町
364053,360007,JP,上板町
364681,360007,JP,つるぎ町
364894,360007,JP,東みよし町
372013,370002,JP,高松市
372021,370002,JP,丸亀市
372030,370002,JP,坂出市
372048,370002,JP,善通寺市
372056,370002,JP,観音寺市
372064,370002,JP,さぬき市
372072,370002,JP,東かがわ市
372081,370002,JP,三豊市
373222,370002,JP,土庄町
373249,370002,JP,小豆島町
373419,370002,JP,三木町
373648,370002,JP,直島町
373869,370002,JP,宇多津町
373877,370002,JP,綾川町
374032,370002,JP,琴平町
374041,370002,JP,多度津町
374067,370002,JP,まんのう町
382019,380008,JP,松山市
382027,380008,JP,今治市
382035,380008,JP,宇和島市
382043,380008,JP,八幡浜市
382051,380008,JP,新居浜市
382060,380008,JP,西条市
382078,380008,JP,大洲市
382108,380008,JP,伊予市
382132,380008,JP,四国中央市
382141,380008,JP,西予市
382159,380008,JP,東温市
383562,380008,JP,上島町
383864,380008,JP,久万高原町
384011,380008,JP,松前町
384020,380008,JP,砥部町
384224,380008,JP,内子町
384429,380008,JP,伊方町
384844,380008,JP,松野町
384887,380008,JP,鬼北町
385069,380008,JP,愛南町
392014,390003,JP,高知市
392022,390003,JP,室戸市
392031,390003,JP,安芸市
392049,390003,JP,南国市
392057,390003,JP,土佐市
392065,390003,JP,須崎市
392081,390003,JP,宿毛市
392090,390003,JP,土佐清水市
392103,390003,JP,四万十市
392111,390003,JP,香南市
392120,390003,JP,香美市
393011,390003,JP,東洋町
393029,390003,JP,奈半利町
393037,390003,JP,田野町
393045,390003,JP,安田町
393053,390003,JP,北川村
393061,390003,JP,馬路村
393070,390003,JP,芸西村
393410,390003,JP,本山町
393444,390003,JP,大豊町
393631,390003,JP,土佐町
393649,390003,JP,大川村
393860,390003,JP,いの町
393878,390003,JP,仁淀川町
394017,390003,JP,中土佐町
394025,390003,JP,佐川町
394033,390003,JP,越知町
394050,390003,JP,梼原町
394106,390003,JP,日高村
394114,390003,JP,津野町
394122,390003,JP,四万十町
394246,390003,JP,大月町
394271,390003,JP,三原村
394289,390003,JP,黒潮町
401005,400009,JP,北九州市
401013,400009,JP,北九州市門司区
401030,400009,JP,北九州市若松区
401056,400009,JP,北九州市戸畑区
401064,400009,JP,北九州市小倉北区
401072,400009,JP,北九州市小倉南区
401081,400009,JP,北九州市八幡東区
401099,400009,JP,北九州市八幡西区
401307,400009,JP,福岡市
401315,400009,JP,福岡市東区
401323,400009,JP,福岡市博多区
401331,400009,JP,福岡市中央区
401340,400009,JP,福岡市南区
401358,400009,JP,福岡市西区
401366,400009,JP,福岡市城南区
401374,400009,JP,福岡市早良区
402028,400009,JP,大牟田市
402036,400009,JP,久留米市
402044,400009,JP,直方市
402052,400009,JP,飯塚市
402061,400009,JP,田川市
402079,400009,JP,柳川市
402109,400009,JP,八女市
402117,400009,JP,筑後市
402125,400009,JP,大川市
402133,400009,JP,行橋市
402141,400009,JP,豊前市
402150,400009,JP,中間市
402168,400009,JP,小郡市
402176,400009,JP,筑紫野市
402184,400009,JP,春日市
402192,400009,JP,大野城市
402206,400009,JP,宗像市
402214,400009,JP,太宰府市
402231,400009,JP,古賀市
402249,400009,JP,福津市
402257,400009,JP,うきは市
402265,400009,JP,宮若市
402273,400009,JP,嘉麻市
402281,400009,JP,朝倉市
402290,400009,JP,みやま市
402303,400009,JP,糸島市
402311,400009,JP,那珂川市
403415,400009,JP,宇美町
403423,400009,JP,篠栗町
403431,400009,JP,志免町
403440,400009,JP,須恵町
403458,400009,JP,新宮町
403482,400009,JP,久山町
403491,400009,JP,粕屋町
403814,400009,JP,芦屋町
403822,400009,JP,水巻町
403831,400009,JP,岡垣町
403849,400009,JP,遠賀町
404012,400009,JP,小竹町
404021,400009,JP,鞍手町
404217,400009,JP,桂川町
404471,400009,JP,筑前町
404489,400009,JP,東峰村
405035,400009,JP,大刀洗町
405221,400009,JP,大木町
405442,400009,JP,広川町
406015,400009,JP,香春町
406023,400009,JP,添田町
406040,400009,JP,糸田町
406058,400009,JP,川崎町
406082,400009,JP,大任町
406091,400009,JP,赤村
406104,400009,JP,福智町
406210,400009,JP,苅田町
406252,400009,JP,みやこ町
406422,400009,JP,吉富町
406465,400009,JP,上毛町
406473,400009,JP,築上町
412015,410004,JP,佐賀市
412023,410004,JP,唐津市
412031,410004,JP,鳥栖市
412040,410004,JP,多久市
412058,410004,JP,伊万里市
412066,410004,JP,武雄市
412074,410004,JP,鹿島市
412082,410004,JP,小城市
412091,410004,JP,嬉野市
412104,410004,JP,神埼市
413275,410004,JP,吉野ヶ里町
413411,410004,JP,基山町
413453,410004,JP,上峰町
413461,410004,JP,みやき町
413879,410004,JP,玄海町
414018,410004,JP,有田町
414239,410004,JP,大町町
414247,410004,JP,江北町
414255,410004,JP,白石町
414417,410004,JP,太良町
422011,420000,JP,長崎市
422029,420000,JP,佐世保市
422037,420000,JP,島原市
422045,420000,JP,諫早市
422053,420000,JP,大村市
422070,420000,JP,平戸市
422088,420000,JP,松浦市
422096,420000,JP,対馬市
422100,420000,JP,壱岐市
422118,420000,JP,五島市
422126,420000,JP,西海市
422134,420000,JP,雲仙市
422142,420000,JP,南島原市
423076,420000,JP,長与町
423084,420000,JP,時津町
423211,420000,JP,東彼杵町
423220,420000,JP,川棚町
423238,420000,JP,波佐見町
423831,420000,JP,小値賀町
423912,420000,JP,佐々町
424111,420000,JP,新上五島町
431001,430005,JP,熊本市
431010,430005,JP,熊本市中央区
431028,430005,JP,熊本市東区
431036,430005,JP,熊本市西区
431044,430005,JP,熊本市南区
431052,430005,JP,熊本市北区
432024,430005,JP,八代市
432032,430005,JP,人吉市
432041,430005,JP,荒尾市
432059,430005,JP,水俣市
432067,430005,JP,玉名市
432083,430005,JP,山鹿市
432105,430005,JP,菊池市
432113,430005,JP,宇土市
432121,430005,JP,上天草市
432130,430005,JP,宇城市
432148,430005,JP,阿蘇市
432156,430005,JP,天草市
432164,430005,JP,合志市
433489,430005,JP,美里町
433641,430005,JP,玉東町
433675,430005,JP,南関町
433683,430005,JP,長洲町
433691,430005,JP,和水町
434035,430005,JP,大津町
434043,430005,JP,菊陽町
434230,430005,JP,南小国町
434248,430005,JP,小国町
434256,430005,JP,産山村
434281,430005,JP,高森町
434329,430005,JP,西原村
434337,430005,JP,南阿蘇村
434418,430005,JP,御船町
434426,430005,JP,嘉島町
434434,430005,JP,益城町
434442,430005,JP,甲佐町
434477,430005,JP,山都町
434680,430005,JP,氷川町
434825,430005,JP,芦北町
434841,430005,JP,津奈木町
435015,430005,JP,錦町
435058,430005,JP,多良木町
435066,430005,JP,湯前町
435074,430005,JP,水上村
435104,430005,JP,相良村
435112,430005,JP,五木村
435121,430005,JP,山江村
435139,430005,JP,球磨村
435147,430005,JP,あさぎり町
435317,430005,JP,苓北町
442011,440001,JP,大分市
442020,440001,JP,別府市
442038,440001,JP,中津市
442046,440001,JP,日田市
442054,440001,JP,佐伯市
442062,440001,JP,臼杵市
442071,440001,JP,津久見市
442089,440001,JP,竹田市
442097,440001,JP,豊後高田市
442101,440001,JP,杵築市
442119,440001,JP,宇佐市
442127,440001,JP,豊後大野市
442135,440001,JP,由布市
442143,440001,JP,国東市
443221,440001,JP,姫島村
443417,440001,JP,日出町
444618,440001,JP,九重町
444626,440001,JP,玖珠町
452017,450006,JP,宮崎市
452025,450006,JP,都城市
452033,450006,JP,延岡市
452041,450006,JP,日南市
452050,450006,JP,小林市
452068,450006,JP,日向市
452076,450006,JP,串間市
452084,450006,JP,西都市
452092,450006,JP,えびの市
453412,450006,JP,三股町
453617,450006,JP,高原町
453820,450006,JP,国富町
453838,450006,JP,綾町
454010,450006,JP,高鍋町
454028,450006,JP,新富町
454036,450006,JP,西米良村
454044,450006,JP,木城町
454052,450006,JP,川南町
454061,450006,JP,都農町
454214,450006,JP,門川町
454290,450006,JP,諸塚村
454303,450006,JP,椎葉村
454311,450006,JP,美郷町
454419,450006,JP,高千穂町
454427,450006,JP,日之影町
454435,450006,JP,五ヶ瀬町
462012,460001,JP,鹿児島市
462039,460001,JP,鹿屋市
462047,460001,JP,枕崎市
462063,460001,JP,阿久根市
462080,460001,JP,出水市
462101,460001,JP,指宿市
462136,460001,JP,西之表市
462144,460001,JP,垂水市
462152,460001,JP,薩摩川内市
462161,460001,JP,日置市
462179,460001,JP,曽於市
462187,460001,JP,霧島市
462195,460001,JP,いちき串木野市
462209,460001,JP,南さつま市
462217,460001,JP,志布志市
462225,460001,JP,奄美市
462233,460001,JP,南九州市
462241,460001,JP,伊佐市
462250,460001,JP,姶良市
463035,460001,JP,三島村
463043,460001,JP,十島村
463922,460001,JP,さつま町
464040,460001,JP,長島町
464520,460001,JP,湧水町
464686,460001,JP,大崎町
464821,460001,JP,東串良町
464902,460001,JP,錦江町
464911,460001,JP,南大隅町
464929,460001,JP,肝付町
465011,460001,JP,中種子町
465020,460001,JP,南種子町
465054,460001,JP,屋久島町
465232,460001,JP,大和村
465241,460001,JP,宇検村
465259,460001,JP,瀬戸内町
465275,460001,JP,龍郷町
465291,460001,JP,喜界町
465305,460001,JP,徳之島町
465313,460001,JP,天城町
465321,460001,JP,伊仙町
465330,460001,JP,和泊町
465348,460001,JP,知名町
465356,460001,JP,与論町
472018,470007,JP,那覇市
472051,470007,JP,宜野湾市
472077,470007,JP,石垣市
472085,470007,JP,浦添市
472093,470007,JP,名護市
472107,470007,JP,糸満市
472115,470007,JP,沖縄市
472123,470007,JP,豊見城市
472131,470007,JP,うるま市
472140,470007,JP,宮古島市
472158,470007,JP,南城市
473014,470007,JP,国頭村
473022,470007,JP,大宜味村
473031,470007,JP,東村
473065,470007,JP,今帰仁村
473081,470007,JP,本部町
473111,470007,JP,恩納村
473138,470007,JP,宜野座村
473146,470007,JP,金武町
473154,470007,JP,伊江村
473243,470007,JP,読谷村
473251,470007,JP,嘉手納町
473260,470007,JP,北谷町
473278,470007,JP,北中城村
473286,470007,JP,中城村
473294,470007,JP,西原町
473481,470007,JP,与那原町
473502,470007,JP,南風原町
473537,470007,JP,渡嘉敷村
473545,470007,JP,座間味村
473553,470007,JP,粟国村
473561,470007,JP,渡名喜村
473570,470007,JP,南大東村
473588,470007,JP,北大東村
473596,470007,JP,伊平屋村
473600,470007,JP,伊是名村
473618,470007,JP,久米島町
473626,470007,JP,八重瀬町
473758,470007,JP,多良間村
473812,470007,JP,竹富町
473821,470007,JP,与那国町